location_id,analysis_time_utc,forecast_horizon_hours,landslide_occurred_24h,verification_status,event_source,rainfall_1h_mm,rainfall_3h_mm,rainfall_6h_mm,rainfall_12h_mm,rainfall_24h_mm,rainfall_72h_mm,rainfall_7d_mm,rainfall_30d_mm,elevation_m,slope_deg,aspect_sin,aspect_cos,plan_curvature,profile_curvature,flow_accumulation_m2,distance_to_stream_m,clay_percent,sand_percent,silt_percent,bulk_density_kg_m3,ndvi_summary,nearest_historical_landslide_distance_m,historical_landslide_count_1km_5y,historical_landslide_count_5km_5y,factor_of_safety,pore_pressure_kpa,effective_saturation_0_1,infiltration_rate_mm_h,cumulative_infiltration_mm,physics_status,stability_state,is_real_pilot_location
LOC01,2026-06-05T03:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,1.1254242684489058,3.4669263551491323,9.343733360620812,18.477593204423417,37.561220375060984,138.31108265058674,193.48639604727137,193.48639604727137,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,1.1523,1.8911,0.5699,1.1254,193.4864,AVAILABLE,MARGINAL,True
LOC01,2026-06-05T08:00:00+00:00,24,0,VERIFIED,synthetic_prototype_v1,1.081943474428157,3.2684408861975225,7.4824329047260685,16.899509825090995,35.27617079328547,133.86059529740373,199.84340468354853,199.84340468354853,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,1.1489,1.9781,0.5771,1.0819,199.8434,AVAILABLE,MARGINAL,True
LOC01,2026-06-06T23:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,1.610717691881395,4.270827354655406,8.912261165775096,16.770793638612354,33.76529209999106,106.52021236732189,255.5817735306356,255.5817735306356,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,1.1168,2.8069,0.6404,1.6107,255.5818,AVAILABLE,MARGINAL,True
LOC01,2026-06-07T23:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,2.1762760911874666,6.270233593159114,11.768741267554097,23.89556461268521,42.89977519682574,111.20767193867144,298.4815487274613,298.4815487274613,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,1.0888,3.5279,0.6892,2.1763,298.4815,AVAILABLE,MARGINAL,True
LOC01,2026-06-08T10:00:00+00:00,24,0,VERIFIED,synthetic_prototype_v1,2.155353176407518,5.945085893078814,11.80331912928748,24.316053770416104,48.11552906856847,117.81110184493545,298.8369311488947,320.62132640668995,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,1.0733,3.9279,0.7143,2.1554,320.6213,AVAILABLE,MARGINAL,True
LOC01,2026-06-11T07:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,1.1569564518801814,3.508731019065542,8.29553734546165,16.06974544946306,34.77295998052505,133.7867449386491,285.30999597870317,448.4629854522602,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,0.9694,6.6116,0.8596,1.157,448.463,AVAILABLE,UNSTABLE,True
LOC01,2026-06-11T13:00:00+00:00,24,0,VERIFIED,synthetic_prototype_v1,1.0955667517857903,3.3674328012746395,6.769783025453887,15.065320370915538,31.82381307743143,126.62292518311041,282.82242501440913,455.2327684777141,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,0.9632,6.7713,0.8673,1.0956,455.2328,AVAILABLE,UNSTABLE,True
LOC01,2026-06-11T23:00:00+00:00,24,0,VERIFIED,synthetic_prototype_v1,1.0503120138879956,3.841458539915819,7.020191750576324,13.602825845135634,29.05865308776737,115.87102939114303,279.3620138742613,466.6358906630512,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,0.9942,5.9692,0.8803,1.0503,466.6359,AVAILABLE,UNSTABLE,True
LOC01,2026-06-12T11:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,2.3874887679213765,5.16984296525382,8.76022809264977,15.713315217789498,29.316141062925134,106.70440016585185,278.2149836644731,482.3492058808407,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,0.9834,6.2486,0.8981,2.3875,482.3492,AVAILABLE,UNSTABLE,True
LOC01,2026-06-16T23:00:00+00:00,24,1,VERIFIED,synthetic_prototype_v1,1.5720005968258841,6.074614518566971,10.698698047607817,21.68112899205293,44.01071202572832,145.35076441099247,286.12645485783804,684.4955900590264,1780.0,34.0,-0.5000000000000001,-0.8660254037844386,0.0055770719383153484,-0.018999569791093324,87.81776941688257,450.3054226069014,35.776492495740435,42.06797949691645,46.22628486966959,1143.469416314708,0.41644136476395277,4973.446688670607,0,0,0.9214,7.848,1.0,1.572,684.4956,AVAILABLE,UNSTABLE,True
